time,ais_frequency,resonance,beat_frequency,intermod_frequency,topology_mismatch,spike_rate,scorch_depth,noise_level,island_Delta_power,island_Delta_freq,island_Theta_power,island_Theta_freq,island_Alpha_power,island_Alpha_freq,island_Beta_3_power,island_Beta_3_freq,island_Beta_power,island_Beta_freq,island_Gamma_power,island_Gamma_freq
53.5,10.0,0.8027960648037676,0.0,2.0,0.2394145073597851,171.5,0.031830619455405364,0.1,0.0,2,0.013422968461501171,6,0.7605854926402149,10,0.14709374654104837,15,0.041954767626487414,22,0.036943024615170295,40
54.0,9.999999999999998,0.6963372622282249,1.7763568394002505e-15,1.9999999999999991,0.37126194515063615,143.0,0.03176699004711401,0.1,0.0,2,0.027708045444840457,6,0.6287380548493638,10,0.2253211680319177,15,0.07082284445556902,22,0.04740988709107211,40
54.5,7.789202295300266,0.48869234029206426,1.7892022953002664,1.1053988523498668,0.9468458451028715,77.5,0.03170348783400983,0.1,0.0,2,0.05315415489712845,6,0.566124865936129,10,0.22806349690074895,15,0.08486305194520431,22,0.06779443014987434,40
55.0,5.893723614228103,0.2685381817199238,0.10627638577189735,1.9468618071140513,0.9206617356464412,77.0,0.03164011256182964,0.1,0.0,2,0.07933826435355883,6,0.47585540065331905,10,0.276704032720317,15,0.05779348877712245,22,0.11030881313558652,40
55.5,3.3254433893192004,0.07466765543031008,1.3254433893192004,1.3372783053403998,1.0,44.5,0.031576863976818546,0.1,0.0,2,0.060891387069287484,6,0.39892345022202713,10,0.32963594218472575,15,0.05645403835248352,22,0.15409518166681918,40
56.0,3.207192529498271,0.08570120487986485,1.207192529498271,1.3964037352508645,1.0,47.0,0.031513741825728886,0.1,0.0,2,0.09331178211551991,6,0.3252769139920533,10,0.32555489127907067,15,0.10395236750169065,22,0.15190404471005614,40
56.5,2.2533398192901326,0.04997063629247028,0.2533398192901326,1.8733300903549337,1.0,56.0,0.03145074585581925,0.1,0.0,2,0.08179967091199604,6,0.34868637349665654,10,0.30184719368833707,15,0.14333817227401477,22,0.12432858929599404,40
57.0,3.731624901872636,0.09636752493146918,1.7316249018726362,1.134187549063682,1.0,38.5,0.03138787581485347,0.1,0.0,2,0.05869021252932354,6,0.46202030650097436,10,0.22506890726347334,15,0.15604191562300912,22,0.09817865776318999,40
57.5,3.499481843589545,0.08388545008062794,1.4994818435895452,1.2502590782052274,1.0,33.5,0.03132513145109958,0.1,0.0,2,0.04902485958139879,6,0.5132006272909291,10,0.2885466095852856,15,0.07229547188545571,22,0.076932431333497,40
58.0,5.698518682043555,0.2691719433332368,0.30148131795644506,1.8492593410217775,0.9406596216527984,73.0,0.03126251251332883,0.1,0.0,2,0.05934037834720161,6,0.5813548937258107,10,0.26328293835148087,15,0.017412130431700736,22,0.07860965883756997,40
58.5,3.539145331136107,0.14198104261376923,1.539145331136107,1.2304273344319465,1.0,34.5,0.031200018750814688,0.1,0.0,2,0.13315356382975882,6,0.4744555149600957,10,0.28973248258625756,15,0.014705148913382832,22,0.08795328937696054,40
